H0	H1	H2	C0	C1	C2	
ENSG00000049167	800	425	194	946	394	236
ENSG00000049192	90	455	357	71	2974	307
ENSG00000049239	393	1098	1018	274	987	236
ENSG00000049245	1420	1855	2632	1698	3828	2601
ENSG00000049246	203	33	180	732	189	37
ENSG00000049247	4	1	0	2	0	0
ENSG00000049249	0	1	32	1	6	5
ENSG00000049283	205	555	131	106	555	23
ENSG00000049323	1675	3116	4712	583	4776	3344
ENSG00000049449	1255	1198	2816	850	4994	2482
ENSG00000049618	1805	1872	2037	1193	1962	1047
ENSG00000049759	1962	1166	2581	1659	1278	2279
ENSG00000049768	9	0	1	5	11	0
ENSG00000049769	211	160	71	131	107	46
ENSG00000049860	1776	1450	2579	2144	3804	1796
ENSG00000049883	428	265	376	970	499	197
ENSG00000050030	14	15	17	70	12	26
ENSG00000050130	2146	1490	1259	2421	2240	848
ENSG00000050165	588	2041	4054	472	885	574
ENSG00000050327	78	91	16	53	300	64
ENSG00000050344	89	8	11	365	13	50
ENSG00000050393	1183	1138	970	1064	1573	567
ENSG00000050405	2714	6193	8518	2602	12520	8142
ENSG00000050426	762	747	748	917	1187	237
ENSG00000050438	425	600	1958	123	9466	642
ENSG00000050555	258	35	74	774	75	11
ENSG00000050628	15	19	1	26	80	29
ENSG00000050730	1	15	1	0	160	11
ENSG00000050748	702	773	332	534	807	464
ENSG00000050767	161	70	12	18	11	4
ENSG00000050820	1221	4022	5254	1598	6552	3637
ENSG00000051009	623	925	338	422	1153	282
ENSG00000051108	541	1212	1803	270	2258	1085
ENSG00000051128	417	528	729	341	1129	691
ENSG00000051180	869	852	749	1144	1075	147
ENSG00000051341	1266	425	859	1117	973	92
ENSG00000051382	924	685	803	1099	771	529
ENSG00000051523	809	1812	1100	633	2225	570
ENSG00000051620	1912	2598	1771	733	1342	434
ENSG00000051825	1091	504	739	751	249	114
ENSG00000052126	2183	1691	1481	1860	2776	586
ENSG00000052344	2046	3727	960	840	7451	518
ENSG00000052723	1859	1407	1573	1542	1761	460
ENSG00000052749	1307	411	768	951	655	465
ENSG00000052795	375	1179	1054	316	3202	1174
ENSG00000052802	4734	1324	1466	5541	1146	1412
ENSG00000052841	1498	2216	1062	1213	2509	872
ENSG00000052850	0	18	39	1	3	0
ENSG00000053108	66	36	1	42	4	3
ENSG00000053254	102	135	160	98	100	67
ENSG00000053328	6	227	38	4	1739	13
ENSG00000053371	604	855	365	263	681	132
ENSG00000053372	2335	965	1419	1659	1126	612
ENSG00000053438	21	5	2	19	15	15
ENSG00000053501	37	35	72	52	107	28
ENSG00000053524	72	14	3	30	3	2
ENSG00000053702	54	17	2	38	44	9
ENSG00000053747	40	137	97	29	70	3963
ENSG00000053770	2158	1484	1018	1698	1423	508
ENSG00000053900	1489	736	596	1462	839	342
ENSG00000053918	40	7	1	40	4	1
ENSG00000054116	1351	1298	1770	1179	2255	971
ENSG00000054118	1968	1700	1479	2289	2526	720
ENSG00000054148	1458	1296	1950	1037	1236	796
ENSG00000054179	88	16	19	132	16	6
ENSG00000054219	117	18	9	35	4	3
ENSG00000054267	129	117	258	140	202	103
ENSG00000054277	222	397	207	77	313	137
ENSG00000054282	274	487	801	196	572	183
ENSG00000054356	92	10	1400	34	39	868
ENSG00000054392	20	230	598	22	300	126
ENSG00000054523	3467	3012	2810	2687	2792	1650
ENSG00000054598	560	128	452	35	82	136
ENSG00000054611	414	668	568	319	670	320
ENSG00000054654	2425	2772	776	1795	4126	127
ENSG00000054690	861	664	248	904	767	196
ENSG00000054793	78	327	72	96	428	210
ENSG00000054796	0	0	0	0	0	0
ENSG00000054803	0	0	1	2	0	0
ENSG00000054938	3	0	0	4	1	0
ENSG00000054965	707	710	1901	481	876	370
ENSG00000054967	334	214	452	243	244	217
ENSG00000054983	389	569	1569	367	1318	804
ENSG00000055044	5537	1755	2845	5117	2015	888
ENSG00000055070	2589	1727	3481	2081	2656	1950
ENSG00000055118	233	24	45	0	0	0
ENSG00000055147	427	494	1006	435	934	296
ENSG00000055163	1996	498	2133	1161	1489	307
ENSG00000055208	2338	2565	2352	2146	4019	2161
ENSG00000055211	478	391	1107	652	983	511
ENSG00000055332	1512	1106	1170	1039	1493	924
ENSG00000055483	873	813	921	646	704	501
ENSG00000055732	122	321	157	1	240	9
ENSG00000055813	0	18	8	1	17	162
ENSG00000055917	4863	3126	3206	4767	4417	1603
ENSG00000055950	1259	1036	1353	754	1247	458
ENSG00000055955	25	21	4	15	41	8
ENSG00000055957	0	0	0	1	0	0
ENSG00000056097	5243	3867	4395	5125	4954	3147
ENSG00000056277	700	182	168	879	369	113
ENSG00000056291	40	57	4	55	137	3
ENSG00000056487	461	161	18	659	151	16
ENSG00000056558	62	80	25	58	103	18
ENSG00000056586	1524	1941	2133	1198	3240	1654
ENSG00000056736	301	108	208	238	97	39
ENSG00000056972	444	543	420	304	496	201
ENSG00000056998	503	411	316	765	858	126
ENSG00000057019	3304	2864	4526	2542	2677	5868
ENSG00000057252	164	529	2930	170	969	3749
ENSG00000057294	627	9162	4762	487	7948	1374
ENSG00000057468	3	18	43	6	10	1
ENSG00000057608	13426	7710	8610	12218	9203	4125
ENSG00000057657	11	30	212	7	36	76
ENSG00000057663	2566	1665	1843	1964	1884	653
ENSG00000057704	64	2211	343	80	1989	81
ENSG00000057757	1512	1113	730	1285	1395	319
ENSG00000057935	3334	2027	1679	3048	3101	649
ENSG00000058056	1425	482	669	998	453	161
ENSG00000058063	1324	1261	2331	1128	2148	814
ENSG00000058085	327	1017	1897	309	3155	26070
ENSG00000058262	6175	7292	10824	4767	16640	8497
ENSG00000058272	3384	2515	3140	2846	4162	2312
ENSG00000058335	8	162	4	17	46	8
ENSG00000058404	0	1	0	4	4	3
ENSG00000058453	489	253	127	371	137	15
ENSG00000058600	1800	685	1354	1657	1163	667
ENSG00000058668	412	4920	2488	252	2037	2726
ENSG00000058673	206	149	93	220	371	105
ENSG00000058729	1391	964	1124	2004	1370	666
ENSG00000058799	1195	890	338	426	1124	393
ENSG00000058804	6491	1842	2973	4479	2261	687
ENSG00000058866	9	3	41	5	4	0
ENSG00000059122	274	187	441	141	203	251
ENSG00000059145	601	556	482	357	657	499
ENSG00000059377	38	7	2	0	2	0
ENSG00000059378	201	90	132	71	32	6
ENSG00000059573	3652	1963	3032	2078	3806	1459
ENSG00000059588	1068	638	380	1458	504	258
ENSG00000059691	635	681	651	695	800	375
ENSG00000059728	50	158	494	47	459	588
ENSG00000059758	1210	763	2302	828	1038	1245
ENSG00000059769	226	123	52	307	384	142
ENSG00000059804	13996	72239	15774	28194	85092	6616
ENSG00000059915	131	53	65	110	490	29
ENSG00000060069	1375	1032	808	1002	1109	618
ENSG00000060138	2356	971	2104	1376	1107	1274
ENSG00000060140	68	112	83	82	168	73
ENSG00000060237	3571	4180	4292	3318	6418	3665
ENSG00000060339	4359	3057	3630	3639	4378	1650
ENSG00000060491	432	403	625	312	493	153
ENSG00000060558	4	0	0	1	0	1
ENSG00000060566	0	1	0	2	0	0
ENSG00000060642	253	321	197	165	327	71
ENSG00000060656	1551	854	971	1251	1617	447
ENSG00000060688	2584	1100	1082	1923	920	265
ENSG00000060709	24	36	74	63	11	37
ENSG00000060718	395	3432	15836	607	3540	918
ENSG00000060749	2746	1629	1350	3179	2353	782
ENSG00000060762	279	163	741	145	320	85
ENSG00000060971	963	1176	1007	679	1633	1071
ENSG00000060982	12635	4222	10796	9222	8338	8810
ENSG00000061273	2630	2890	2475	2144	4100	1820
ENSG00000061337	99	37	386	29	23	116
ENSG00000061455	3	59	44	2	33	2
ENSG00000061492	6	98	20	9	0	1
ENSG00000061676	14166	8348	11078	7970	9574	5263
ENSG00000061794	3068	1131	1561	2082	1243	823
ENSG00000061918	224	424	31	256	305	16
ENSG00000061936	1467	1050	1074	1334	1570	491
ENSG00000061938	291	273	164	87	602	282
ENSG00000061987	728	1073	993	548	1285	487
ENSG00000062038	4854	19252	4285	4299	25316	3376
ENSG00000062096	0	2	2	0	60	2
ENSG00000062194	5500	3474	2201	4361	4159	1132
ENSG00000062282	18	18	42	169	43	18
ENSG00000062370	205	162	459	86	143	47
ENSG00000062485	2034	1475	2911	2000	2573	2255
ENSG00000062524	11	65	1	4	20	0
ENSG00000062582	1646	838	1045	1277	742	446
ENSG00000062598	428	583	931	437	953	453
ENSG00000062650	3049	2473	2558	3399	3790	1602
ENSG00000062716	2708	2759	4604	2551	6436	2241
ENSG00000062725	320	449	1044	357	728	487
ENSG00000062822	3668	3352	2011	2009	1331	166
ENSG00000063015	16	1	2	94	0	3
ENSG00000063046	199	205	97	65	62	34
ENSG00000063180	835	281	226	2101	189	28
ENSG00000063241	2448	687	635	639	520	93
ENSG00000063244	8614	6801	6777	8057	7407	3058
ENSG00000063245	2771	2592	2373	1823	3399	1896
ENSG00000063322	1148	1065	684	838	1286	402
ENSG00000063438	8	9	3	4	18	6
ENSG00000063515	4	1	0	4	0	0
ENSG00000063587	26	15	89	25	52	33
ENSG00000063601	70	148	13	73	121	36
ENSG00000063660	2076	2003	3119	1092	2569	3255
ENSG00000063761	194	140	74	264	341	147
ENSG00000063854	577	692	882	733	1351	797
ENSG00000063978	530	252	193	384	386	278
ENSG00000064012	150	73	570	180	313	101
ENSG00000064042	19	948	47	138	405	27
ENSG00000064102	2921	940	600	2941	986	427
ENSG00000064115	2909	902	1703	1399	683	1242
ENSG00000064195	8	155	5	1	36	12
ENSG00000064199	81	103	75	11	11	1
ENSG00000064201	8	2	0	4	5	2
ENSG00000064205	0	0	0	1	0	0
ENSG00000064218	1	61	1	1	2	0
ENSG00000064225	300	661	374	138	422	124
ENSG00000064270	38	196	38	21	131	83
ENSG00000064300	1130	29	27	107	71	7
ENSG00000064309	259	2785	222	332	3489	222
ENSG00000064313	1509	866	1766	1454	1553	733
ENSG00000064393	1562	1669	1432	342	1129	428
ENSG00000064419	2689	1507	2037	2437	2048	1185
ENSG00000064489	0	0	0	0	1	0
ENSG00000064490	681	1086	292	434	1043	208
ENSG00000064545	808	644	345	630	498	149
ENSG00000064547	757	664	139	496	559	85
ENSG00000064601	595	912	979	370	1450	873
ENSG00000064607	3973	1954	2342	3232	2415	1056
ENSG00000064651	536	1602	1669	454	780	1058
ENSG00000064652	271	806	849	333	1697	720
ENSG00000064655	30	1626	153	48	727	11
ENSG00000064687	442	828	153	473	897	134
ENSG00000064692	141	15	34	49	1034	32
ENSG00000064703	1604	797	708	894	1033	399
ENSG00000064726	3094	2149	2748	2025	2165	1412
ENSG00000064763	949	152	645	240	144	110
ENSG00000064787	4	0	0	9	1	2
ENSG00000064835	0	0	0	0	2	0
ENSG00000064886	5	40	0	0	49	0
ENSG00000064932	1005	1149	1261	702	1460	600
ENSG00000064933	3033	1103	773	2208	723	276
ENSG00000064961	2853	1887	1115	2020	1675	351
ENSG00000064989	31	36	20	37	23	11
ENSG00000064995	2092	1457	932	1209	1298	303
ENSG00000064999	2054	10868	2409	1245	9235	566
ENSG00000065000	4649	4094	4014	3609	6857	3222
ENSG00000065029	736	794	260	864	778	179
ENSG00000065054	248	77	810	125	357	363
ENSG00000065057	1384	286	619	1044	165	107
ENSG00000065060	1093	942	461	929	1464	838
ENSG00000065135	5519	5488	5729	6234	6105	2546
ENSG00000065150	10314	3223	5546	5805	1937	1425
ENSG00000065154	5645	2303	3140	4375	4782	2253
ENSG00000065183	3807	851	1636	2363	839	715
ENSG00000065243	1733	2217	3717	1625	2430	1100
ENSG00000065268	2107	2227	1715	2564	2273	427
ENSG00000065308	737	1888	3297	675	2220	1676
ENSG00000065320	638	350	284	22	526	38
ENSG00000065325	0	2	1	0	18	17
ENSG00000065328	1347	706	1085	1372	541	54
ENSG00000065357	212	268	732	269	1414	1847
ENSG00000065361	1742	2624	374	1800	5199	281
ENSG00000065413	7	151	232	31	1217	106
ENSG00000065427	6399	3102	4438	6392	3804	1990
ENSG00000065457	430	433	345	459	408	255
ENSG00000065485	617	1230	1561	616	1685	714
ENSG00000065491	620	446	446	543	615	193
ENSG00000065518	2323	1781	1064	2517	2192	682
ENSG00000065526	1448	1298	1746	1127	1272	1073
ENSG00000065534	351	389	1671	291	789	144
ENSG00000065548	1984	819	965	428	308	197
ENSG00000065559	163	100	93	81	172	92
ENSG00000065600	950	396	543	318	319	199
ENSG00000065609	6	13	0	44	36	20
ENSG00000065613	3535	3891	3185	2978	5044	1569
ENSG00000065615	624	468	743	414	522	341
ENSG00000065618	20	21	320	32	43	764
ENSG00000065621	75	17	44	217	55	20
ENSG00000065665	608	269	520	634	611	304
ENSG00000065675	309	142	208	276	186	5
ENSG00000065717	330	50	95	174	34	8
ENSG00000065802	1128	890	1685	792	980	574
ENSG00000065809	1372	5369	2572	908	4385	1682
ENSG00000065833	211	191	1516	462	1054	1475
ENSG00000065882	2941	11621	2448	1720	10647	1411
ENSG00000065883	1382	1575	1503	1003	1828	944
ENSG00000065911	1148	177	737	948	348	453
ENSG00000065923	46	65	15	75	86	85
ENSG00000065970	205	713	574	227	844	317
ENSG00000065989	134	29	96	115	73	55
ENSG00000066027	2438	1239	1167	2381	1612	530
ENSG00000066032	120	22	53	84	32	0
ENSG00000066044	1180	1003	966	750	1127	459
ENSG00000066056	23	1	7	15	0	6
ENSG00000066084	1267	2483	3210	986	3063	2145
ENSG00000066117	3182	2591	1959	2992	2360	1031
ENSG00000066135	1932	1048	1589	1853	1585	1137
ENSG00000066136	625	857	631	659	1155	421
ENSG00000066185	4	9	1	8	10	3
ENSG00000066230	64	27	5	21	27	10
ENSG00000066248	34	15	62	31	71	15
ENSG00000066279	4227	1389	3316	3395	1909	388
ENSG00000066294	0	0	0	0	0	0
ENSG00000066322	668	1650	3269	731	3120	3689
ENSG00000066336	4	0	0	0	0	1
ENSG00000066379	675	227	55	488	297	87
ENSG00000066382	41	56	13	55	309	5
ENSG00000066405	4	6	0	5	2	1
ENSG00000066427	1151	806	563	1400	887	269
ENSG00000066455	1288	1510	1137	1502	3223	1053
ENSG00000066468	1982	4489	2033	1352	2932	54
ENSG00000066557	3495	1663	1780	2721	1673	615
ENSG00000066583	1085	873	646	1206	1046	254
ENSG00000066629	429	539	421	327	1239	316
ENSG00000066651	731	197	83	610	255	71
ENSG00000066654	2529	1281	1667	2255	2205	774
ENSG00000066697	468	417	1067	498	1078	532
ENSG00000066735	3091	1539	973	2369	212	22
ENSG00000066739	667	737	821	701	1098	621
ENSG00000066777	5921	2995	2581	2991	3564	1442
ENSG00000066813	0	0	0	0	0	0
ENSG00000066827	226	301	275	180	387	178
ENSG00000066855	961	462	605	2032	672	427
ENSG00000066923	20	15	1	12	15	4
ENSG00000066926	632	566	953	571	695	314
ENSG00000066933	595	891	628	750	1574	753
ENSG00000067048	2	1	5	4	2	2
ENSG00000067057	2084	2850	17629	1844	4943	4263
ENSG00000067064	5771	1368	3270	5160	773	663
ENSG00000067066	6	13	362	4	52	100
ENSG00000067082	514	8765	9001	652	5789	5564
ENSG00000067113	846	952	561	772	842	280
ENSG00000067141	1125	1209	507	643	1187	477
ENSG00000067167	5049	9349	7609	4609	8735	4268
ENSG00000067177	482	152	345	152	172	215
ENSG00000067182	1084	1059	1887	1438	2644	1713
ENSG00000067191	190	49	17	309	93	51
ENSG00000067208	76	162	308	88	260	309
ENSG00000067221	143	161	131	138	318	232
ENSG00000067225	13624	14190	27704	22516	13125	28901
ENSG00000067248	3018	1118	1907	3019	1565	1215
ENSG00000067334	5839	2931	2972	4241	2770	1431
ENSG00000067365	823	428	268	637	553	209
ENSG00000067369	2564	1941	1385	2824	2802	895
ENSG00000067445	1425	1835	606	1464	4946	547
ENSG00000067533	1354	423	935	1566	784	450
ENSG00000067560	6360	7743	8265	6712	12145	5823
ENSG00000067596	1468	1151	1018	1048	1464	542
ENSG00000067606	434	551	418	232	392	178
ENSG00000067646	0	2	1	1	0	0
ENSG00000067704	3953	3412	3905	3294	3667	1398
ENSG00000067715	1658	72	98	1482	225	189
ENSG00000067798	79	5	540	6	15	761
ENSG00000067829	634	681	462	435	747	395
ENSG00000067836	527	265	432	837	633	298
ENSG00000067840	2088	50	191	1033	23	7
ENSG00000067842	14	2	34	2	0	1
ENSG00000067900	2182	1227	2154	1672	1543	1225
ENSG00000067955	1291	1388	2741	556	1195	1384
ENSG00000067992	903	416	277	470	148	31
ENSG00000068001	2044	1303	1632	1392	1867	632
ENSG00000068024	206	134	15	162	118	64
ENSG00000068028	344	634	1935	263	886	652
ENSG00000068078	1041	3504	346	378	1243	227
ENSG00000068079	39	52	3	59	83	5
ENSG00000068097	140	115	89	118	194	82
ENSG00000068120	1786	1461	1359	712	1853	477
ENSG00000068137	651	248	170	166	320	117
ENSG00000068305	556	510	892	412	621	499
ENSG00000068308	1404	2214	1259	2568	3794	1124
ENSG00000068354	157	282	108	270	524	222
ENSG00000068366	3652	775	4263	4241	994	3347
ENSG00000068383	488	545	1363	299	742	748
ENSG00000068394	400	469	375	381	1202	208
ENSG00000068400	982	835	500	1297	1808	608
ENSG00000068438	1132	798	901	786	987	399
ENSG00000068489	1234	834	1363	963	993	322
ENSG00000068615	44	25	12	33	56	146
ENSG00000068650	779	1912	720	356	730	456
ENSG00000068654	1646	1124	2317	1251	1384	1225
ENSG00000068697	10020	25461	11033	8005	30771	7432
ENSG00000068724	620	953	1111	613	1508	453
ENSG00000068745	1974	2589	2371	1298	2933	1071
ENSG00000068781	5	81	64	1	2	0
ENSG00000068784	1330	668	778	1471	1037	171
ENSG00000068796	2770	1301	2778	3421	1887	1017
ENSG00000068831	376	13	25	1048	39	13
ENSG00000068878	4277	2003	4485	4130	3077	2357
ENSG00000068885	996	921	675	987	877	250
ENSG00000068903	169	954	355	188	1322	425
ENSG00000068912	1831	1667	2087	1397	2230	1117
ENSG00000068971	180	223	403	302	371	357
ENSG00000068976	80	7	6	227	70	5
ENSG00000069011	2	220	1126	5	14	16
ENSG00000069018	1	1	1	20	3	0
ENSG00000069020	127	271	251	122	284	532
ENSG00000069122	1	3	8	2	3	3
ENSG00000069188	296	284	338	93	169	119
ENSG00000069206	0	6	0	0	0	0
ENSG00000069248	2981	2044	2103	5527	4254	1433
ENSG00000069275	28840	12483	14454	24856	15392	3812
ENSG00000069329	1159	1667	2072	1121	2178	901
ENSG00000069345	5565	2863	2985	3497	3103	1813
ENSG00000069399	51	18	41	57	40	34
ENSG00000069424	135	40	80	174	37	15
ENSG00000069431	3	3	4	2	200	6
ENSG00000069482	852	100	303	378	51	215
ENSG00000069493	114	132	9	96	295	28
ENSG00000069509	202	219	72	179	234	74
ENSG00000069535	14	2	0	85	6	4
ENSG00000069667	201	205	53	474	480	102
ENSG00000069696	4	5	1	6	9	2
ENSG00000069702	148	326	597	252	298	179
ENSG00000069712	8	6	0	10	9	7
ENSG00000069812	73	22	67	40	25	152
ENSG00000069849	3577	2440	3450	3138	3007	3060
ENSG00000069869	284	638	3663	603	1124	1759
ENSG00000069943	156	165	161	191	286	118
ENSG00000069956	239	118	251	128	101	55
ENSG00000069966	629	243	720	552	499	194
ENSG00000069974	129	184	535	177	412	201
ENSG00000069998	2672	917	1077	2186	696	265
ENSG00000070010	1238	1010	1965	1373	1713	858
ENSG00000070018	997	657	1056	895	604	309
ENSG00000070019	207	5	3	14	4	2
ENSG00000070031	1	11	3	12	55	23
ENSG00000070047	1818	1887	1877	956	2025	790
ENSG00000070061	2069	1158	2164	1960	2303	911
ENSG00000070081	666	648	1616	845	2334	929
ENSG00000070087	7781	13405	9021	6900	12677	3391
ENSG00000070159	65	65	169	82	274	265
ENSG00000070182	67	50	2	8	42	4
ENSG00000070190	0	25	96	0	98	90
ENSG00000070193	7	7	1	0	16	0
ENSG00000070214	4456	3677	3887	4377	2718	1469
ENSG00000070269	735	788	559	869	1752	503
ENSG00000070366	632	857	854	586	1454	752
ENSG00000070367	888	760	1041	895	747	316
ENSG00000070371	234	158	26	201	448	56
ENSG00000070388	14	4	4	16	47	39
ENSG00000070404	17	23	31	8	43	71
ENSG00000070413	978	884	1161	817	1323	631
ENSG00000070423	506	368	507	407	372	243
ENSG00000070444	198	445	212	212	324	180
ENSG00000070476	505	572	631	477	1148	349
ENSG00000070495	403	407	647	364	673	419
ENSG00000070501	1565	743	846	1632	997	259
ENSG00000070526	0	0	1	0	0	0
ENSG00000070540	344	686	313	274	889	277
ENSG00000070601	4	2	1	6	9	4
ENSG00000070610	4025	2867	1545	2688	3501	792
ENSG00000070614	2590	7728	11658	1740	11415	5641
ENSG00000070718	578	238	447	1119	862	836
ENSG00000070729	0	4	1	3	26	0
ENSG00000070731	0	13	0	2	5	3
ENSG00000070748	0	0	2	0	0	5
ENSG00000070756	7943	11316	6574	6584	8366	5344
ENSG00000070759	335	636	27	255	500	41
ENSG00000070761	1250	849	1368	946	1497	371
ENSG00000070770	548	924	169	509	813	553
ENSG00000070778	319	1035	566	256	1340	582
ENSG00000070785	1514	369	564	757	325	176
ENSG00000070808	4	20	66	9	50	49
ENSG00000070814	5695	3929	4190	5939	4710	1283
ENSG00000070831	2603	3703	3950	1498	2309	849
ENSG00000070882	808	682	2726	314	720	1410
ENSG00000070886	126	6	4	107	1	1
ENSG00000070915	0	6	0	0	3	0
ENSG00000070950	691	409	188	767	410	133
ENSG00000070961	1848	18656	5259	1656	5106	805
ENSG00000070985	0	2	0	1	0	2
ENSG00000071051	1986	2311	1082	1744	3028	1194
ENSG00000071054	5900	6460	11359	4695	11480	5475
ENSG00000071073	233	247	110	178	424	178
ENSG00000071082	12959	11338	4950	376	111	66
ENSG00000071127	12327	15765	20985	6518	24373	12390
ENSG00000071189	1399	2176	1201	1672	2074	691
ENSG00000071203	1	0	0	0	0	1
ENSG00000071205	170	1813	664	204	2230	1283
ENSG00000071242	972	888	567	538	2194	1042
ENSG00000071246	294	54	205	162	96	20
ENSG00000071282	69	140	1022	13	427	210
ENSG00000071537	1184	1511	3188	799	2979	2271
ENSG00000071539	446	251	385	442	541	138
ENSG00000071553	1022	2488	2029	1004	5553	1684
ENSG00000071564	6574	4587	4270	4458	4784	1706
ENSG00000071575	4473	1289	640	2725	545	201
ENSG00000071626	10455	4499	4435	8377	4750	1505
ENSG00000071655	3441	2586	2892	2219	3314	1694
ENSG00000071677	0	0	0	0	0	0
ENSG00000071794	3941	479	1266	6496	1123	486
ENSG00000071859	1253	1384	1782	915	2614	913
ENSG00000071889	1085	1472	1310	921	1786	557
ENSG00000071909	18	8	2	20	8	0
ENSG00000071967	246	127	394	270	603	246
ENSG00000071991	0	0	0	0	0	0
ENSG00000071994	1519	1070	863	1272	877	530
ENSG00000072041	760	936	843	1187	957	232
ENSG00000072042	5078	1476	3044	3701	2547	981
ENSG00000072062	140	142	246	167	262	133
ENSG00000072071	3085	678	229	2423	440	153
ENSG00000072110	4906	15146	28323	4190	30467	17377
ENSG00000072121	1059	1091	992	774	1850	712
ENSG00000072133	891	397	672	736	858	262
ENSG00000072134	993	1033	1073	1060	1273	471
ENSG00000072135	317	159	186	255	243	48
ENSG00000072163	4	50	291	8	201	169
ENSG00000072182	11	3	0	6	4	1
ENSG00000072195	1279	464	746	902	274	113
ENSG00000072201	114	427	49	44	502	155
ENSG00000072210	3328	393	781	1433	651	347
ENSG00000072274	5693	3043	9624	6272	3868	2855
ENSG00000072310	1859	657	451	2184	784	323
ENSG00000072315	52	0	0	2	0	0
ENSG00000072401	2649	1715	1317	2444	2005	685
